;Unnamed: 0;Unnamed: 0.1;Unnamed: 0.1.1;Image Text;Image Title;caption;no_of_comments;no_of_likes;is_video;topic;corresponding article;length_of_text;question;personalisation;emotional;opinion;regional;interaction;on X;number of Images;Column1;verbless clause caption;verbless clause image;omission of article caption;omission of article image;quotation caption;quotation image;average word length caption;average word length image;personal;main_clauses;sub_clauses;no_of_sentences;emoji;emoji_count;ratio_main_sub;ratio_main;ratio_sub;sentence_structure;emotion
342;342;342;342;"Hunderte Kinder staunen
Der Weihnachtsmann 
kommt mit dem 
""Nordpotexpress""
nach Leipzig
";C:\Users\Lui\lvz.de\2023-11-21_20-14-18_UTC.jpg;"Großer Bahnhof am Leipziger #Hauptbahnhof: Am Samstag fuhr, stilecht mit #Dampflock, der #Weihnachtsmann ein. Begrüßt wurde er von hunderten Kindern am Gleis Sechs. 

Wer ganz vorn stehen wollte, um dem Alten mit dem roten Mantel ganz nah zu sein, hatte schon Stunden vorher in der ersten Reihe Platz genommen.

#Leipzig #Sachsen #LVZ #LeipzigerVolkszeitung #Weihnachten #Weihnachtsmann";18;2644;True;culture;no;386;False;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;all verbs included;all articles included;all articles included;no quote;quote;6.166666666666667;9.0;no personalisation;4.0;0.0;3.0;[];0.0;0.0;1.3333333333333333;0.0;simple;
343;343;343;343;"osx UND fl Musicauns aus :
Bean NOCH NIEMALS IN NEWYORKâ€ U.vV.Mee |

";C:\Users\Lui\lvz.de\2023-11-22_07-00-52_UTC.jpg;"+++Anzeige+++

Große Musicalhits und die schönsten Weihnachtslieder der Welt, festlich präsentiert in einer stimmungsvollen Gala mit vorweihnachtlicher Atmosphäre! 🎄

Nach den großen Erfolgen der letzten Jahre vollendet A MUSICAL CHRISTMAS auch in diesem Jahr wieder stimmungsvoll die Vorweihnachtszeit. Gesang, Tanz und Schauspiel in perfektem Einklang machen den Abend zu einem Highlight für die ganze Familie. 👨‍👩‍👧‍👦

Die deutschlandweite Tour hält am 📅 23.12.2023 auch im 📍 Haus Auensee in Leipzig. 

Alle Infos sowie Tickets gibt es unter:
👉 https://www.resetproduction.de/shows/a-musical-christmas/

#resetproduction #amusicalchristmas #hausauensee #leipzig #weihnachtszeit";0;62;True;culture;no;680;False;no personalisation;no emotionalisation;Cooperation/ Ad;regional;no;;;;all verbs included;verbless clause;omission of article;all articles included;no quote;no quote;7.620253164556962;5.0;no personalisation;5.0;0.0;8.0;['🎄', '👨\u200d👩\u200d👧\u200d👦', '📅', '📍', '👉'];1.0;0.0;0.625;0.0;simple;
344;344;344;344;"FuBball-EM 2024

Die Lose sind gezogen:
Top-Teams
kommen nach Leipzig
";C:\Users\Lui\lvz.de\2023-11-22_09-39-16_UTC.jpg;"⚽️Die Lose sind gezogen: Zur Fußball-EM 2024 kommen gleich mehrere Top-Teams nach #Leipzig. Den Start macht am 18. Juni das Match zwischen #Portugal und #Tschechien. Es folgen am 21. Juni #Frankreich gegen die #Niederlande und am 24. Juni das Spiel #Kroatien gegen #Italien. 

Cristiano Ronaldo, Kylian Mbappé, Luka Modric, Didier Deschamps, Federico Chiesa: Sie alle werden im Sommer 2024 nach Leipzig kommen. 

Am 2. Juli trifft dann außerdem noch der Sieger der Gruppe D auf den Zweiten der Gruppe F im Achtelfinale. 

Habt ihr eigentlich Karten bekommen? 🥅🏟️

#Leipzig #Fußball #FußballEM #uefaeuro2024 #euro2024";17;1006;False;sports;no;616;True;personalisation;no emotionalisation;News;regional;yes;;;;all verbs included;verbless clause;omission of article;all articles included;no quote;no quote;5.706521739130435;9.142857142857142;personalisation;7.0;0.0;11.0;['⚽', '🥅', '🏟️'];1.0;0.0;0.6363636363636364;0.0;simple;
345;345;345;345;"Mit Böllern beworfen
Sieben Meter großer
Weihnachtsmann in
Eilenburg gesprengt
";C:\Users\Lui\lvz.de\2023-11-22_14-39-08_UTC.jpg;"Dieser #Weihnachtsmann ist mal gewesen. In der Nacht zum Montag haben Jugendliche in #Eilenburg bei #Leipzig einen sieben Meter hohen Weihnachtsmann mit Böllern beworfen.

Die aufblasbare Figur war für die Adventszeit vor dem Firmensitz eines Online-Händlers aufgestellt worden. Die beiden Jugendlichen konnten zwar zunächst flüchten, am nächsten Tag von den Mitarbeitern aber ausfindig gemacht werden. 

Trotzdem wolle das Unternehmen von einer Anzeige absehen. Die beiden Verantwortlichen hätten sich innerhalb einer gesetzten Frist vor Ort im Laden gemeldet.

#Weihnachtsmann #Weihnachten #Sachsen #Nordsachsen #LVZ #LeipzigerVolkszeitung";90;860;True;crime, disaster & accidents;no;641;False;no personalisation;no emotionalisation;News;regional;no;;;;verbless clause;verbless clause;omission of article;omission of article;no quote;no quote;6.925925925925926;10.428571428571429;no personalisation;6.0;0.0;6.0;[];0.0;0.0;1.0;0.0;simple;
346;346;346;346;"Zusammenstoß
Kind stirbt bei Schulbusunfall
im Erzgebirge
";C:\Users\Lui\lvz.de\2023-11-23_09-49-58_UTC.jpg;"In #Sehmatal im #Erzgebirge kam es am Dienstag zu einem schwerem Unfall. Ein Schulbus war am Dienstagmorgen laut Polizei seitlich mit einem Fahrzeug des Winterdienstes zusammengestoßen und dann frontal gegen einen Baum geprallt. Bei dem Unfall kam ein Schüler ums Leben. Zudem seien zwei Erwachsene, darunter der Busfahrer, schwer verletzt, so die Polizei. 

Nach erster Einschätzung der Polizei war es zum Unfallzeitpunkt auf der Straße glatt. Der Unfalldienst sei vor Ort und ermittle, sagte ein Sprecher. Der Aufprall war so heftig, dass der Bus auf den vorderen zwei Metern komplett zerstört wurde.

#Unfall #Sachsen #Schulbus #Leipzig #LeipzigerVolkszeitung";40;819;False;crime, disaster & accidents;no;662;False;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;5.90625;10.8;no personalisation;8.0;2.0;7.0;[];0.0;0.25;1.1428571428571428;0.2857142857142857;complex;
347;347;347;347;"Winter in Leipzig

So könnt ihr
wohnungslose Menschen
unterstützen
";C:\Users\Lui\lvz.de\2023-11-23_14-01-23_UTC.jpg;"Im Winter und gerade bei den derzeit wirklich niedrigen Temperaturen verschärft sich die schwierige Lage von Obdachlosen in #Leipzig. Hilfsangebote und Schutz sind daher überlebenswichtig. Diese werden in Leipzig gerade aufgestockt. Hinzu kommt zivilgesellschaftliches Engagement. Wie ihr helfen könnt, haben wir mal für euch zusammengefasst. Ausführlichere Infos gibt es auf lvz.de/instagram und über den Link in der Bio. 

#Leipzig #Sachsen #Hilfe #Ehrenamt #LeipzigerVolkszeitung #LVZ";20;986;False;other;yes;487;False;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;all articles included;omission of article;no quote;no quote;6.625;10.333333333333334;personalisation;6.0;1.0;6.0;[];0.0;0.1666666666666666;1.0;0.1666666666666666;complex;
348;348;348;348;"\ CELE BRAT! NG

\ \\ | f

om rt
6) it iâ€™
\ LT

Y

#

www-.holidayonice.de
";C:\Users\Lui\lvz.de\2023-11-23_14-15-03_UTC.jpg;"+++Anzeige+++

Mit der neuen Produktion NO LIMITS knüpft HOLIDAY ON ICE nahtlos an die Erfolge vergangener Jahre an und feiert zudem sein 80-jähriges Jubiläum. NO LIMITS ist einfach nur spektakulär – mit waghalsigen Stunts, tollen Kostümen und Eiskunstlauf auf Weltklasse-Niveau, erwartet euch ein unvergessliches Live-Erlebnis. ⛸️

Die neue Tour der Eis-Show macht vom 21. bis 27. Dezember 2023 auch in der Quarterback Immobilien Arena in Leipzig halt, und das mit einem besonderen Highlight: Chart-Stürmerin Vanessa Mai erobert bei der Premiere am 21.12. in Leipzig die Eis-Bühne, feiert mit dem Publikum und sorgt für magische Momente. ✨

Tickets gibt es unter: 
👉 https://www.eventim.de/eventseries/3024908/?affiliate=HDY&utm_source=leipzigmedia&utm_medium=sp&utm_campaign=hoi.nolimits.sp.leipzigmedia&utm_content=leipzig

Apropos Tickets: Mit HOLIDAY ON ICE Tickets oder Gutscheinen könnt ihr euren Liebsten unvergessliche Momente zu Weihnachten schenken.

#holidayonice #nolimits #leipzig #quarterbackimmobilienarena #vanessamai";0;53;True;culture;no;1034;True;no personalisation;no emotionalisation;Cooperation/ Ad;regional;no;;;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;7.625;6.090909090909091;personalisation;10.0;1.0;13.0;['⛸️', '✨', '👉'];1.0;0.1;0.7692307692307693;0.0769230769230769;simple;
349;349;349;349;"Leipzigs Beste
Das sind die drei
beliebtesten Clubs in
Leipzig

";C:\Users\Lui\lvz.de\2023-11-23_15-53-12_UTC_1.jpg;"Wir haben euch gefragt: Welchen Club in #Leipzig findet ihr eigentlich am besten.

Die Top Ten stehen nun endlich fest! Schaut vorbei auf lvz.de/instagram und über den Link in der Bio.

Stimmt ihr der Wahl zu? Was ist euer Lieblingsclub? 

#Leipzig #LVZ #Nachtclub #Sachsen #Szene";36;1273;True;culture;yes;280;True;no personalisation;no emotionalisation;News;regional;yes;;;;all verbs included;verbless clause;omission of article;all articles included;no quote;no quote;5.534883720930233;8.285714285714286;personalisation;6.0;0.0;5.0;[];0.0;0.0;1.2;0.0;simple;
350;350;350;350;"""Profite pflegen keine Menschen""
Warnstreik in Leipzig:
Hunderte bringen
Protest auf die Straße
";C:\Users\Lui\lvz.de\2023-11-23_15-53-12_UTC_2.jpg;"Am Mittwoch wurde in Leipzig wieder gestreikt. Mitarbeitende des öffentlichen Dienstes waren auf die Straße gegangen. 
Der Protestzug führte vom Universitätsklinikum durch die Innenstadt und das Zentrum-Süd zum Kohlrabizirkus. 

Die Gewerkschaften GEW und Verdi fordern 10,5 Prozent mehr Lohn, mindestens aber 500 Euro mehr und 200 Euro mehr für Auszubildende und Nachwuchskräfte. Am Donnerstag startet die letzte Verhandlungsrunde im Tarifkonflikt des öffentlichen Dienstes der Länder. Auch die Bildungsverwaltung, die Landesdirektion Sachsen, der Staatsbetrieb Sächsisches Immobilien- und Baumanagement, die Sächsische Akademie der Wissenschaften, das Finanzamt Leipzig und das Deutsche Zentrum für barrierefreies Lesen werden bestreikt. 

#Streik #Tarif #Sachsen #Leipzig #GEW #Verdi";27;899;True;politics;no;786;False;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;all articles included;all articles included;no quote;quote;6.87;8.7;personalisation;6.0;0.0;6.0;[];0.0;0.0;1.0;0.0;simple;
351;351;351;351;;C:\Users\Lui\lvz.de\2023-11-23_16-36-19_UTC.jpg;"LVZ sportlich mit den IceFighters – Eishockey-Wissen aus dem FF! 🏒

In der heutigen Folge hat sich Trainer Frank Fischöder Hilfe von Stürmer Jan-Luca Schumacher geholt, um euch die Ausrüstung der Spieler zu zeigen. Hier geht alles etwas schneller als beim Torwart und die Schutzkleidung ist insgesamt kleiner und beweglicher – aber seht selbst. Viel Spaß bei der Folge! 

*Kooperation

#lvz #lvzsportlich #icefighters #leipzig";0;92;True;LVZ;no;426;False;personalisation;no emotionalisation;Cooperation/ Ad;regional;no;;;;all verbs included;verbless clause;all articles included;all articles included;no quote;;5.887096774193548;0.0;personalisation;4.0;0.0;8.0;['🏒'];1.0;0.0;0.5;0.0;simple;
352;352;352;352;"Wir sind im siebten Jahr
unserer Aktion ""Ein Licht im Advent""
";C:\Users\Lui\lvz.de\2023-11-24_10-32-06_UTC_1.jpg;"Für unsere Spendenaktion ""Ein Licht im Advent"" sammeln wir auch in diesem Jahr wieder Spenden. Unterstützt werden 2023 Einrichtungen der Diakonie Sachsen. 

Insgesamt acht Initiativen und Projekten soll mit euren Spendengeldern in #Leipzig, #Delitzsch, #Borna, #Wurzen, #Altenburg, #Oschatz, #Torgau und #Döbeln geholfen werden. 

Wenn ihr spenden möchtet, geht das ganz einfach:
 Zahlungsempfänger: LVZ-Spendenaktion
Verwendungszweck: Diakoniehilfe
Eure Spendensumme: xx 
IBAN: DE89 8605 5592 1090 2297 19
BIC: WELADE8LXXX

Vielen Dank! 

#Sachsen #Diakonie #LVZ #EinLichtimAdvent #LeipzigerVolkszeitung";3;87;True;other;no;604;False;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;all articles included;all articles included;quote;quote;7.642857142857143;5.3;no personalisation;5.0;1.0;9.0;[];0.0;0.2;0.5555555555555556;0.1111111111111111;complex;
353;353;353;353;"Autofahrer wird verletzt
Eisplatten fallen auf A17
bei Dresden von Lkw
";C:\Users\Lui\lvz.de\2023-11-24_10-32-06_UTC_2.jpg;Durch von Lkws herunterfallende Eisplatten sind auf den Autobahnen rund um Dresden drei Fahrzeuge beschädigt worden. Der Fahrer eines Luxus-Geländewagens wurde leicht verletzt. Er war am Dienstagvormittag auf der A17 von Prag in Richtung Dresden unterwegs, als zwischen Bad Gottleuba und Bahretal eine Eisplatte von einem Lkw rutschte und die Frontscheibe durchschlug. #Schnee #Winter #Verkehr #Dresden #LVZ;14;611;True;crime, disaster & accidents;no;407;False;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;no text;omission of article;no text;no quote;no quote;6.157894736842105;7.0;no personalisation;4.0;1.0;3.0;[];0.0;0.25;1.3333333333333333;0.3333333333333333;complex;
354;354;354;354;"Ticket inklusive LVB-Fahrschein
Leipziger Zoo hebt
ab 2024 die Preise an
";C:\Users\Lui\lvz.de\2023-11-24_11-41-08_UTC.jpg;"Der @zoo.leipzig hebt mit dem Jahreswechsel die Preise an. Die Jahreskarten steigen bereits zum ersten Januar, im März folgen dann die weiteren Angebote. 

Ein Kinderticket (für Kinder von sechs bis 16 Jahren) kostet dann 14 Euro, ein Erwachsenen-Ticket 22 Euro und das Familien-Tagesticket 57 Euro. Hinzu kommt der freiwillige Artenschutz-Euro, der zu jedem Ticket aufgeschlagen wird, aber auch abgewählt werden kann.

Der Zoo betont, dass die Preise erstmals seit vier Jahren steigen und die Entwicklung der steigenden Kosten in allen Bereichen auch vor dem Zoo nicht halt mache.

Übrigens: Wer sich online ein Tagesticket kauft, hat ab der Sommersaison 2024 dafür das LVB-Ticktet für die Zone 110 inklusive. 

#Leipzig #Sachsen #Zoo #Preise #LVZ #LeipzigerZoo #Ticket #LVB";23;500;False;business & finance;no;775;False;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;all articles included;omission of article;no quote;no quote;5.807017543859649;7.222222222222222;no personalisation;7.0;4.0;6.0;[];0.0;0.5714285714285714;1.1666666666666667;0.6666666666666666;complex;
355;355;355;355;"20 vs. 17 Meter
Dresden vs. Leipzig
Welcher Weihnachtsbaum ist
eigentlich schöner?
";C:\Users\Lui\lvz.de\2023-11-24_13-22-25_UTC.jpg;"😲 Ja, der Dresdner #Weihnachtsbaum auf dem #Striezelmarkt ragt mit 20 Metern doch ein bisschen höher als unser Leipziger Baum, der allerdings einfach nur weiter in der Erde steckt und daher ""nur"" 17 Meter misst. 
Aber: Entscheidet ihr, welchen Baum findet ihr schöner und welchen Weihnachtsmarkt mögt ihr lieber? 
🌱 = Dresden
🎄 = Leipzig

PS: Unser Geschmack sollte klar sein... 

#Leipzig #Dresden #Weihnachtsmarkt #LVZ #LeipzigerVolkszeitung #Sachsen #🎄";220;1204;False;culture;no;455;True;no personalisation;no emotionalisation;News;regional;yes;;;;all verbs included;verbless clause;all articles included;all articles included;quote;no quote;5.909090909090909;8.333333333333334;no personalisation;6.0;1.0;7.0;['😲', '🌱', '🎄', '🎄'];1.0;0.1666666666666666;0.8571428571428571;0.1428571428571428;complex;
356;356;356;356;"Empfang nach Titelgewinn
RB Leipzigs Mittelfeldallrounder
Winners Osawe ist Fußball
U17-Weltmeister
";C:\Users\Lui\lvz.de\2023-11-24_14-23-36_UTC.jpg;"„Wir haben in Indonesien unglaubliche Wochen erlebt, alles rausgehauen, Widerstände gebrochen, hatten in entscheidenden Situationen auch Matchglück und sind einfach nur glücklich. Diese Erfahrungen mit Auf und Abs nehme ich mit in meine Karriere"", sagt Winners #Osawe bei seiner Rückkehr nach #Leipzig. 

Nach dem großen Triumph stellt sich die Frage: Wie weit kann der Mittelfeldakteur am Cottaweg kommen? Mehr dazu auf lvzd.de/sport und über den Link in der Bio.

#Fußball #RBLeipzig #Weltmeister #Uefa #Sachsen #Leipzig";3;541;False;sports;no;522;True;personalisation;emotionalisation;News;regional;no;;;;all verbs included;verbless clause;omission of article;all articles included;quote;no quote;6.067567567567568;11.625;personalisation;7.0;1.0;6.0;[];0.0;0.1428571428571428;1.1666666666666667;0.1666666666666666;simple;positive
357;357;357;357;"Donnerstag und Freitag
Streik bei der Deutschen Bahn:
Ausfälle auch im Nahverkehr
";C:\Users\Lui\lvz.de\2023-11-24_14-30-00_UTC.jpg;"❗ Ab heute, Donnerstag 22 Uhr, wird der Personenverkehr der Deutschen Bahn deutlich eingeschränkt. Die GDL hat zum Streik aufgerufen, der soll bis Freitag, 22 Uhr, gehen. Im Nahverkehr (auch S-Bahn) in #Leipzig und der Region kann und wird es voraussichtlich ebenfalls Ausfälle geben, an einem Notfallplan werde noch gearbeitet. Im Fernverkehr aus und nach Leipzig wird es Ausfälle geben, der Notfallplan besteht bereits. Wenn ihr also morgen oder heute Abend los müsst, checkt in der App oder online, ob eure Züge fahren.

Bestreikt wird auch die MRB: Für die Linien RE 3 Dresden – Chemnitz - Hof, RE 6 Leipzig – Chemnitz, RB 30 Dresden – Chemnitz – Zwickau, RB 45 Chemnitz – Elsterwerda und RB 110 Leipzig – Döbeln gibt es einen Busnotverkehr!

Mehr zum Streik und den aktuellen Entwicklungen gibt es bei lvz.de und über den Link in der Bio!

Transparenz: Das ist ein Repost, wir mussten etwas korrigieren! 

#Sachsen #DB #DBStreik #Nahverkehr #Fernverkehr #MDV #MRB #Leipzig #Chemnitz #Halle #LVZ";13;531;False;mobility;yes;999;False;no personalisation;no emotionalisation;News;regional;no;;;;all verbs included;verbless clause;omission of article;all articles included;no quote;no quote;5.25;7.3;personalisation;14.0;1.0;11.0;['❗'];1.0;0.0714285714285714;1.2727272727272727;0.0909090909090909;simple;
358;358;358;358;"Notfallpläne erstellt
Streik bei der Deutschen
Bahn: Die Reaktionen auf
die Ausfälle
";C:\Users\Lui\lvz.de\2023-11-24_15-23-15_UTC_1.jpg;"❌Ab Donnerstagabend bis Freitag um voraussichtlich 22 Uhr streikt die Lokführer-Gewerkschaft (GDL). 

Es wird zu massiven Ausfällen kommen, obwohl auch Notfallpläne erstellt werden. 

Nicht nur der Fernverkehr ist davon betroffen, sondern auch die regionalen Züge sowie S-Bahnen. 

Wie kommt ihr morgen voran? 

#Leipzig #Sachsen #Steik #GDL #Bahnstreik #Bahnhof #Warnstreik #Gewerkschaft";10;271;True;politics;no;388;True;no personalisation;no emotionalisation;News;regional;yes;;;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;6.78;8.555555555555555;no personalisation;4.0;0.0;5.0;['❌'];1.0;0.0;0.8;0.0;simple;
359;359;359;359;"""im Luftschutzraum sind alle Menschen
verschieden, weil jeder den Stress auf seine
Weise kompensiert. Manche verstummen
vollig, andere machen plotzlich lauter
komische Witze.""

Lukas Ziehr (18)
absolvierte ein Freiwilliges
Ökologisches Jahr in Israel
";C:\Users\Lui\lvz.de\2023-11-24_15-23-15_UTC_2.jpg;"Vor zwei Monaten kam es zum Angriff der Hamas auf Israel. Der Zwickauer Abiturient Lukas Ziehr war ganz in der Nähe. In Bar’am, einem Kibbuz nahe der libanesischen Grenze, half er einen Monat lang bei der Ernte auf einer Obstplantage – bis die Hamas Israel angriffen. In den nächsten Stunden erlebte Ziehr, wie sich das friedliche Dorf in eine Festung verwandelte. Freundliche Nachbarinnen trugen plötzlich beim Mittagessen schwere Waffen, stämmige Männer brachen mitten am Tag in Tränen aus. 
Josa Mania-Schlegel hat mit ihm gesprochen. Mehr dazu auf lvz.de und über den Link in der Bio! 

#Leipzig #Israel #Sachsen #LeipzigerVolkszeitung";13;321;False;politics;yes;639;False;personalisation;emotionalisation;Interview;(inter)national;no;;;;all verbs included;verbless clause;all articles included;omission of article;no quote;quote;5.4646464646464645;8.692307692307692;personalisation;6.0;2.0;8.0;[];0.0;0.3333333333333333;0.75;0.25;complex;negative
